"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","27577","@PLP Product Listing Page Features","chromium","2026-04-25","passed","2026-04-25","","productDetailPage.spec.ts","",""
